title,authors,average_rating,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,title_ser,num_in_ser,month,day,year,century,num_coauthors,pages_category,ar_fillna,np_fillna,publisher_fillna
Anne of Green Gable,L.M. Montgomery/Barbara Caruso,4.25,other,,69,17,1/1/2005,Recorded Books  Inc.,-,0,1,1,2005,21,2,,4.25,296.0,Recorded Books  Inc.
The Road to Yesterday,L.M. Montgomery,3.84,eng,,3106,115,2/1/1993,Bantam Books,Anne of Green Gables,9,2,1,1993,20,1,,3.84,296.0,Bantam Books
The Gif,Vladimir Nabokov/Michael Scammell/Dmitri Nabokov,4.0,eng,406.0,2334,109,4/5/2001,Penguin Books,-,0,4,5,2001,21,3,от 100 до 500 стр.,4.0,406.0,Penguin Books
Lectures on Literatur,Vladimir Nabokov/Fredson Bowers/John Updike,4.34,eng,385.0,1606,83,12/16/2002,Mariner Books,-,0,12,16,2002,21,3,от 100 до 500 стр.,4.34,385.0,Mariner Books
The American Year,Brian Boyd,4.33,eng,,256,22,1/31/1993,Princeton University Press,-,0,1,31,1993,20,1,,4.33,296.0,Princeton University Press
Laughter in the Dar,Vladimir Nabokov,3.97,eng,,8717,477,9/17/2006,New Directions,-,0,9,17,2006,21,1,,3.97,296.0,New Directions
The Luzhin Defens,Vladimir Nabokov/Michael Scammell,3.95,eng,256.0,7305,277,8/11/1990,Vintage,-,0,8,11,1990,20,2,от 100 до 500 стр.,3.95,256.0,Vintage
The Ravenscar Dynasty,Barbara Taylor Bradford,,other,484.0,1287,104,12/26/2006,St. Martin's Press,Ravenscar,1,12,26,2006,21,1,от 100 до 500 стр.,3.95,484.0,St. Martin's Press
Dark Birthrigh,Jeanne Treat/Jane Starr Weils,,eng,429.0,132,27,10/1/2006,Treat Enterprises,-,0,10,1,2006,21,2,от 100 до 500 стр.,3.95,429.0,Treat Enterprises
Birthright,Richard A. Knaak,3.74,eng,326.0,1246,69,10/1/2006,Pocket Star,Diablo: The Sin War,1,10,1,2006,21,1,от 100 до 500 стр.,3.74,326.0,Pocket Star
Laura's Album: A Remembrance Scrapbook of Laura Ingalls Wilde,William   Anderson/Laura Ingalls Wilder,4.3,eng,80.0,746,48,10/13/1998,HarperCollins,-,0,10,13,1998,20,2,до 100 стр.,4.3,80.0,HarperCollins
Writings to Young Women from Laura Ingalls Wilder: On Wisdom and Virtues,Laura Ingalls Wilder/Stephen W. Hines,,eng,113.0,108,11,5/10/2006,Tommy Nelson,Writings to Young Women on Laura Ingalls Wilder,1,5,10,2006,21,2,от 100 до 500 стр.,3.95,113.0,Tommy Nelson
Writings to Young Women from Laura Ingalls Wilder: On Life as a Pioneer Woman,Laura Ingalls Wilder/Stephen W. Hines,3.92,eng,,94,10,5/10/2006,Tommy Nelson,Writings to Young Women from Laura Ingalls Wilder,2,5,10,2006,21,2,,3.92,296.0,Tommy Nelson
A Little House Traveler: Writings from Laura Ingalls Wilder's Journeys Across Americ,Laura Ingalls Wilder,4.13,eng,352.0,686,52,2/7/2006,HarperCollins,-,0,2,7,2006,21,1,от 100 до 500 стр.,4.13,352.0,HarperCollins
Laura Ingalls Wilder: A Biograph,William   Anderson,4.2,eng,256.0,4144,98,1/2/2007,HarperCollins,-,0,1,2,2007,21,1,от 100 до 500 стр.,4.2,256.0,HarperCollins
West from Home: Letters of Laura Ingalls Wilder  San Francisco  1915,Laura Ingalls Wilder/Roger Lea MacBride/Margot Patterson Doss,,eng,124.0,3926,119,10/20/1976,Harper & Row,Little House,11,10,20,1976,20,3,от 100 до 500 стр.,3.95,124.0,Harper & Row
The Laura Ingalls Wilder Country Cookboo,Laura Ingalls Wilder/William   Anderson,4.09,eng,160.0,234,18,10/1/1997,HarperCollins Publishers,-,0,10,1,1997,20,2,от 100 до 500 стр.,4.09,160.0,HarperCollins Publishers
Writings to Young Women on Laura Ingalls Wilder: As Told By Her Family  Friends  and Neighbors,Laura Ingalls Wilder/Stephen W. Hines,3.98,eng,,41,2,5/8/2006,Thomas Nelson,Writings to Young Women on Laura Ingalls Wilder,3,5,8,2006,21,2,,3.98,296.0,Thomas Nelson
The Laughing Jesus: Religious Lies and Gnostic Wisdo,Tim Freke/Peter Gandy,3.96,other,276.0,346,31,6/27/2006,Harmony,-,0,6,27,2006,21,2,от 100 до 500 стр.,3.96,276.0,Harmony
The Erotic Phenomeno,Jean-Luc Marion/Stephen E. Lewis,4.03,eng,248.0,75,12,11/15/2006,University of Chicago Press,-,0,11,15,2006,21,2,от 100 до 500 стр.,4.03,248.0,University of Chicago Press
The Phenomenon of Life: Toward a Philosophical Biolog,Hans Jonas/Lawrence Vogel/Eleonore Jonas,4.24,eng,304.0,92,9,2/28/2001,Northwestern University Press,-,0,2,28,2001,21,3,от 100 до 500 стр.,4.24,304.0,Northwestern University Press
Down to the Bonny Glen,Melissa Wiley/Renée Graef,4.15,eng,321.0,1480,39,5/8/2001,HarperTrophy,Little House: The Martha Years,3,5,8,2001,21,2,от 100 до 500 стр.,4.15,321.0,HarperTrophy
Laura: The Life of Laura Ingalls Wilde,Donald Zochert,4.12,other,,5628,125,5/1/1977,Avon,-,0,5,1,1977,20,1,,4.12,296.0,Avon
Winter Days in the Big Wood,Laura Ingalls Wilder/Renée Graef,4.28,eng,,1538,59,9/15/1995,HarperCollins,-,0,9,15,1995,20,2,,4.28,296.0,HarperCollins
The First Four Years,Laura Ingalls Wilder/Cherry Jones,3.89,eng,3.0,91,13,6/13/2006,HarperFestival,Little House,9,6,13,2006,21,2,до 100 стр.,3.89,3.0,HarperFestival
Winter on the Far,Laura Ingalls Wilder/Renée Graef/Jody Wheeler,4.15,eng,32.0,424,25,9/6/1997,Winter on the Farm (My First Little House),-,0,9,6,1997,20,3,до 100 стр.,4.15,32.0,Winter on the Farm (My First Little House)
Summertime in the Big Wood,Laura Ingalls Wilder/Renée Graef,4.18,eng,40.0,867,31,2/2/2000,HarperCollins,-,0,2,2,2000,20,2,до 100 стр.,4.18,40.0,HarperCollins
Old Town in the Green Groves: Laura Ingalls Wilder's Lost Little House Year,Cynthia Rylant/Jim LaMarche,4.05,eng,,4799,88,6/1/2004,Harper Trophy,-,0,6,1,2004,21,2,,4.05,296.0,Harper Trophy
Laura Ingalls Wilder's Fairy Poem,Laura Ingalls Wilder/Richard  Hull,3.99,eng,39.0,143,18,10/13/1998,Doubleday Books for Young Readers,-,0,10,13,1998,20,2,до 100 стр.,3.99,39.0,Doubleday Books for Young Readers
Constructing the Little House: Gender  Culture  and Laura Ingalls Wilde,Ann Romines,3.7,eng,304.0,35,5,11/21/1997,University of Massachusetts Press,-,0,11,21,1997,20,1,от 100 до 500 стр.,3.7,304.0,University of Massachusetts Press
These Happy Golden Years,Laura Ingalls Wilder/Cherry Jones/Paul Woodiel,4.19,eng,,105,12,3/28/2006,HarperFestival,Little House,8,3,28,2006,21,3,,4.19,296.0,HarperFestival
Farmer Boy,Laura Ingalls Wilder/Garth Williams,4.07,eng,357.0,45778,1286,1/1/2007,,Little House,2,1,1,2007,21,2,от 100 до 500 стр.,4.07,357.0,Vintage
Little Town on the Prairie,Laura Ingalls Wilder/Garth Williams,4.19,eng,,71853,646,1/1/2007,HarperTrophy,Little House,7,1,1,2007,21,2,,4.19,296.0,HarperTrophy
Christmas Stories,Laura Ingalls Wilder/Renée Graef/Heather Henson,,eng,80.0,66,7,10/6/1999,HarperCollins,Little House Chapter Books: Laura,10,10,6,1999,20,3,до 100 стр.,3.95,80.0,HarperCollins
My Little House Crafts Book: 18 Projects from Laura Ingalls Wilder',Carolyn Strom Collins/Christina Wyss Eriksson/Mary Collier,4.03,eng,64.0,59,6,3/21/1998,HarperCollins,-,0,3,21,1998,20,3,до 100 стр.,4.03,64.0,HarperCollins
Christmas in the Big Wood,Laura Ingalls Wilder/Renée Graef,4.2,eng,32.0,2142,72,9/20/1997,HarperCollins,-,0,9,20,1997,20,2,до 100 стр.,4.2,32.0,HarperCollins
The Long Winter,Laura Ingalls Wilder/Garth Williams,4.14,eng,422.0,67427,1048,1/1/2007,HarperTrophy,Little House,6,1,1,2007,21,2,от 100 до 500 стр.,4.14,422.0,HarperTrophy
A Little House Birthda,Laura Ingalls Wilder/Doris Ettlinger,4.14,eng,40.0,453,17,9/5/1998,HarperCollins,-,0,9,5,1998,20,2,до 100 стр.,4.14,40.0,HarperCollins
The Deer in the Woo,Laura Ingalls Wilder/Renée Graef,,eng,32.0,324,23,1/16/1999,HarperCollins,-,0,1,16,1999,20,2,до 100 стр.,3.95,32.0,HarperCollins
The Little House Cookbook: Frontier Foods from Laura Ingalls Wilder's Classic Storie,Barbara M. Walker/Garth Williams,4.15,eng,,3375,91,9/7/1989,HarperCollins,-,0,9,7,1989,20,2,,4.15,296.0,HarperCollins
Little House on the Prairie,Laura Ingalls Wilder/Garth Williams,4.19,eng,309.0,635,30,1/1/2007,HarperTrophy,Little House,3,1,1,2007,21,2,от 100 до 500 стр.,4.19,309.0,HarperTrophy
Let the Hurricane Roa,Rose Wilder Lane,,other,118.0,192,32,10/1/1985,HarperTrophy,-,0,10,1,1985,20,1,от 100 до 500 стр.,3.95,118.0,HarperTrophy
Flowers,David Burnie,3.85,eng,64.0,8,2,9/15/1997,Dorling Kindersley Children,-,0,9,15,1997,20,1,до 100 стр.,3.85,64.0,Dorling Kindersley Children
Animal: The Definitive Visual Guide to the World's Wildlif,David Burnie/Don E. Wilson,4.51,eng,,570,17,9/19/2005,DK,-,0,9,19,2005,21,2,,4.51,296.0,DK
The Making Of Disney's Animal Kingdom Theme Par,Melody Malmberg/Walt Disney Company,4.32,eng,192.0,34,2,5/1/1998,Disney Enterprises,-,0,5,1,1998,20,2,от 100 до 500 стр.,4.32,192.0,Disney Enterprises
El Reino Anima,Sergio Ramírez,3.69,other,256.0,16,4,7/1/2006,Alfaguara,-,0,7,1,2006,21,1,от 100 до 500 стр.,3.69,256.0,Alfaguara
Tree,David Burnie/Peter K. Chadwick,4.02,eng,64.0,5,0,6/14/2000,DK Children,-,0,6,14,2000,20,2,до 100 стр.,4.02,64.0,DK Children
Insects & Spider,David Burnie,,eng,64.0,4,0,5/24/1999,Time Life Medical,-,0,5,24,1999,20,1,до 100 стр.,3.95,64.0,Time Life Medical
Muhammad: A Prophet for Our Tim,Karen Armstrong,4.08,eng,256.0,1896,202,10/17/2006,Eminent Lives,-,0,10,17,2006,21,1,от 100 до 500 стр.,4.08,256.0,Eminent Lives
Prophe,Frank E. Peretti,3.94,other,,12789,221,3/11/2004,Crossway Books,-,0,3,11,2004,21,1,,3.94,296.0,Crossway Books
Access the Power of Your Higher Self: Your Source of Inner Guidance and Spiritual Transformation,Elizabeth Clare Prophet,4.21,other,100.0,55,6,9/21/2017,Summit University Press,-,0,9,21,2017,21,1,от 100 до 500 стр.,4.21,100.0,Summit University Press
Hailstones and Halibut Bone,Mary O'Neill/John Wallner,4.31,other,64.0,125,22,4/1/1990,Doubleday Books for Young Readers,-,0,4,1,1990,20,2,до 100 стр.,4.31,64.0,Doubleday Books for Young Readers
The Church and the Second Se,Mary Daly,3.84,eng,,129,7,1/3/1986,Beacon Press,-,0,1,3,1986,20,1,,3.84,296.0,Beacon Press
Thomas Jefferson,R.B. Bernstein,4.01,eng,253.0,4245,133,9/15/2005,Oxford University Press  USA,-,0,9,15,2005,21,1,от 100 до 500 стр.,4.01,253.0,Oxford University Press  USA
The Jefferson Bible: The Life and Morals of Jesus of Nazaret,Thomas Jefferson,3.82,eng,103.0,1038,100,8/1/2006,Applewood Books,-,0,8,1,2006,21,1,от 100 до 500 стр.,3.82,103.0,Applewood Books
Who Was Thomas Jefferson,Dennis Brindell Fradin/Nancy Harrison/John   O'Brien,4.07,eng,103.0,692,80,7/28/2003,Penguin Workshop,-,0,7,28,2003,21,3,от 100 до 500 стр.,4.07,103.0,Penguin Workshop
The Man Who Listens to Horse,Monty Roberts/Lucy Grealy/Lawrence Scanlan,,other,352.0,9963,206,11/28/1998,Ballantine Books,-,0,11,28,1998,20,3,от 100 до 500 стр.,3.95,352.0,Ballantine Books
Under Orders,Dick Francis,3.87,eng,308.0,4119,252,10/1/2006,Putnam Publishing Group,Sid Halley,4,10,1,2006,21,1,от 100 до 500 стр.,3.87,308.0,Putnam Publishing Group
For Kick,Dick Francis,4.0,eng,292.0,3062,94,2/3/2004,G.P. Putnam's Sons,-,0,2,3,2004,21,1,от 100 до 500 стр.,4.0,292.0,G.P. Putnam's Sons
Forfei,Dick Francis,,eng,256.0,2538,63,4/5/2005,G.P. Putnam's Sons,-,0,4,5,2005,21,1,от 100 до 500 стр.,3.95,256.0,G.P. Putnam's Sons
Dead Cer,Dick Francis,3.97,eng,,4964,124,1/6/2004,G.P. Putnam's Sons,-,0,1,6,2004,21,1,,3.97,296.0,G.P. Putnam's Sons
Rat Rac,Dick Francis,,eng,304.0,2400,93,7/5/2006,G.P. Putnam's Sons,-,0,7,5,2006,21,1,от 100 до 500 стр.,3.95,304.0,G.P. Putnam's Sons
Refle,Dick Francis,4.07,eng,304.0,4675,129,10/4/2005,G.P. Putnam's Sons,-,0,10,4,2005,21,1,от 100 до 500 стр.,4.07,304.0,G.P. Putnam's Sons
Decide,Dick Francis,3.99,eng,341.0,3461,133,12/7/2004,,-,0,12,7,2004,21,1,от 100 до 500 стр.,3.99,341.0,Vintage
Slay Rid,Dick Francis,3.82,other,288.0,2215,60,4/6/2004,,-,0,4,6,2004,21,1,от 100 до 500 стр.,3.82,288.0,Vintage
Bonecrac,Dick Francis,,eng,304.0,2910,84,6/6/2006,G.P. Putnam's Sons,-,0,6,6,2006,21,1,от 100 до 500 стр.,3.95,304.0,G.P. Putnam's Sons
Nerv,Dick Francis,,eng,320.0,3581,113,9/1/1998,Jove,-,0,9,1,1998,20,1,от 100 до 500 стр.,3.95,320.0,Jove
Break In,Dick Francis,4.05,eng,320.0,3758,128,1/4/2005,G.P. Putnam's Sons,Kit Fielding,1,1,4,2005,21,1,от 100 до 500 стр.,4.05,320.0,G.P. Putnam's Sons
Blood Spor,Dick Francis,3.89,eng,288.0,4600,113,11/2/2004,G.P. Putnam's Sons,-,0,11,2,2004,21,1,от 100 до 500 стр.,3.89,288.0,G.P. Putnam's Sons
Straigh,Dick Francis,4.05,eng,320.0,3513,143,2/7/2006,G.P. Putnam's Sons,-,0,2,7,2006,21,1,от 100 до 500 стр.,4.05,320.0,G.P. Putnam's Sons
10 lb Penalt,Dick Francis,3.9,eng,320.0,3490,177,8/3/2004,G.P. Putnam's Sons,-,0,8,3,2004,21,1,от 100 до 500 стр.,3.9,320.0,G.P. Putnam's Sons
Trial Ru,Dick Francis,3.83,eng,272.0,2004,54,9/7/2004,G.P. Putnam's Sons,-,0,9,7,2004,21,1,от 100 до 500 стр.,3.83,272.0,G.P. Putnam's Sons
Wild Horse,Dick Francis,3.91,eng,352.0,2935,154,5/4/2004,G.P. Putnam's Sons,-,0,5,4,2004,21,1,от 100 до 500 стр.,3.91,352.0,G.P. Putnam's Sons
Field of Thirtee,Dick Francis,3.73,eng,,2053,85,3/2/2004,G.P. Putnam's Sons,-,0,3,2,2004,21,1,,3.73,296.0,G.P. Putnam's Sons
Driving Forc,Dick Francis,3.96,eng,384.0,2635,107,12/29/1993,,-,0,12,29,1993,20,1,от 100 до 500 стр.,3.96,384.0,Vintage
Flying Finis,Dick Francis,3.97,eng,276.0,2587,89,8/1/1999,Jove,-,0,8,1,1999,20,1,от 100 до 500 стр.,3.97,276.0,Jove
Bolt,Dick Francis,4.04,eng,288.0,5043,121,5/3/2005,G.P. Putnam's Sons,Kit Fielding,2,5,3,2005,21,1,от 100 до 500 стр.,4.04,288.0,G.P. Putnam's Sons
Come to Grief,Dick Francis,4.01,eng,384.0,3786,134,12/6/2005,G.P. Putnam's Sons,Sid Halley,3,12,6,2005,21,1,от 100 до 500 стр.,4.01,384.0,G.P. Putnam's Sons
Enquir,Dick Francis,,other,,96,4,7/6/2004,G.P. Putnam's Sons,-,0,7,6,2004,21,1,,3.95,296.0,G.P. Putnam's Sons
Odds Against,Dick Francis,4.06,eng,288.0,3749,130,2/1/2005,G.P. Putnam's Sons,Sid Halley,1,2,1,2005,21,1,от 100 до 500 стр.,4.06,288.0,G.P. Putnam's Sons
Banke,Dick Francis,4.06,eng,288.0,3092,132,10/3/2000,Michael Joseph,-,0,10,3,2000,20,1,от 100 до 500 стр.,4.06,288.0,Michael Joseph
Whip Hand,Dick Francis,4.1,eng,304.0,5108,143,6/7/2005,,Sid Halley,2,6,7,2005,21,1,от 100 до 500 стр.,4.1,304.0,Vintage
A Jockey's Life: The Biography of Lester Piggot,Dick Francis,3.59,eng,468.0,82,2,7/12/1987,Fawcett,-,0,7,12,1987,20,1,от 100 до 500 стр.,3.59,468.0,Fawcett
The Dick Francis Treasury of Great Racing Storie,Dick Francis/John Welcome,3.79,eng,221.0,64,3,3/22/1992,Fawcett,-,0,3,22,1992,20,2,от 100 до 500 стр.,3.79,221.0,Fawcett
Odds Agains,Dick Francis,4.06,eng,277.0,56,4,4/1/2000,Jove,-,0,4,1,2000,20,1,от 100 до 500 стр.,4.06,277.0,Jove
Eats  Shoots & Leaves: Why  Commas Really Do Make a Difference,Lynne Truss/Bonnie Timmons,4.15,eng,32.0,1371,205,7/25/2006,G.P. Putnam's Sons Books for Young Readers,-,0,7,25,2006,21,2,до 100 стр.,4.15,32.0,G.P. Putnam's Sons Books for Young Readers
The Spice and Herb Bibl,Ian Hemphill/Kate Hemphill,4.25,eng,,155,16,9/14/2006,Robert Rose,-,0,9,14,2006,21,2,,4.25,296.0,Robert Rose
Master and Commander,Patrick O'Brian,4.1,other,,541,95,10/17/2003,W. W. Norton  Company,Aubrey/Maturin,1,10,17,2003,21,1,,4.1,296.0,W. W. Norton  Company
The Making of Master and Commander: The Far Side of the Worl,Tom McGregor,3.97,eng,168.0,96,13,10/17/2003,W. W. Norton  Company,-,0,10,17,2003,21,1,от 100 до 500 стр.,3.97,168.0,W. W. Norton  Company
The Ionian Mission,Patrick O'Brian/Simon Vance,4.32,eng,10.0,3659,80,10/1/2005,Blackstone Audiobooks,Aubrey/Maturin,8,10,1,2005,21,2,до 100 стр.,4.32,10.0,Blackstone Audiobooks
Her Master and Commander,Karen Hawkins,3.8,eng,372.0,799,31,2/28/2006,Avon,Just Ask Reeves,1,2,28,2006,21,1,от 100 до 500 стр.,3.8,372.0,Avon
Strange Sounds: Music  Technology & Cultur,Timothy D. Taylor,3.77,eng,278.0,26,0,10/14/2001,,-,0,10,14,2001,21,1,от 100 до 500 стр.,3.77,278.0,Vintage
Stanley Par,Timothy  Taylor,3.57,eng,436.0,1818,89,9/25/2003,Counterpoint LLC,-,0,9,25,2003,21,1,от 100 до 500 стр.,3.57,436.0,Counterpoint LLC
Crow Lak,Mary Lawson,3.88,eng,324.0,14109,1591,1/13/2003,Dial Press Trade Paperback,-,0,1,13,2003,21,1,от 100 до 500 стр.,3.88,324.0,Dial Press Trade Paperback
The Life of Sir Arthur Conan Doyl,John Dickson Carr/Daniel Stashower,4.01,eng,320.0,148,6,11/11/2003,Da Capo Press,-,0,11,11,2003,21,2,от 100 до 500 стр.,4.01,320.0,Da Capo Press
The Lost World,Arthur Conan Doyle/Philip Gooden,3.92,eng,224.0,18,4,9/3/2002,Penguin Books,-,0,9,3,2002,21,2,от 100 до 500 стр.,3.92,224.0,Penguin Books
Las aventuras de Sherlock Holme,Arthur Conan Doyle/Javier Gomez Rea,4.33,eng,192.0,116,11,4/1/2005,Edimat Libros,-,0,4,1,2005,21,2,от 100 до 500 стр.,4.33,192.0,Edimat Libros
Wild Ducks Flying Backwar,Tom Robbins,3.55,eng,272.0,5768,262,8/29/2006,Bantam,-,0,8,29,2006,21,1,от 100 до 500 стр.,3.55,272.0,Bantam
Unlimited Power: The New Science Of Personal Achievemen,Anthony Robbins/Kenneth H. Blanchard/Jason Winters,4.23,eng,448.0,25135,420,12/22/1997,Free Press,-,0,12,22,1997,20,3,от 100 до 500 стр.,4.23,448.0,Free Press
Robbins and Cotran Review of Patholog,Edward C. Klatt/Vinay   Kumar,4.33,other,,55,6,11/12/2004,Saunders,-,0,11,12,2004,21,2,,4.33,296.0,Saunders
Fierce Invalids Home from Hot Climate,Tom Robbins,4.03,other,445.0,24792,1139,5/29/2001,Bantam,-,0,5,29,2001,21,1,от 100 до 500 стр.,4.03,445.0,Bantam
Jitterbug Perfum,Tom Robbins,4.25,eng,342.0,54516,2721,4/9/2001,No Exit Press,-,0,4,9,2001,21,1,от 100 до 500 стр.,4.25,342.0,No Exit Press
Life  the Universe and Everything,Douglas Adams,4.2,eng,,166574,2192,4/26/2005,Del Rey,Hitchhiker's Guide to the Galaxy,3,4,26,2005,21,1,,4.2,296.0,Del Rey
So Long  and Thanks for All the Fish,Douglas Adams,4.09,eng,167.0,93997,1394,3/8/2002,Picador USA,Hitchhiker's Guide to the Galaxy,4,3,8,2002,21,1,от 100 до 500 стр.,4.09,167.0,Picador USA
The Restaurant at the End of the Universe,Douglas Adams/Martin  Freeman,4.22,eng,6.0,493,95,6/1/2006,Random House Audio Publishing Group,The Hitchhiker's Guide to the Galaxy,2,6,1,2006,21,2,до 100 стр.,4.22,6.0,Random House Audio Publishing Group
Starship Titani,Terry Jones/Marie-Catherine Caillava,3.6,other,189.0,8790,152,11/30/2001,J'ai Lu,-,0,11,30,2001,21,2,от 100 до 500 стр.,3.6,189.0,J'ai Lu
The Illustrated Hitchhiker's Guide To The Galax,Douglas Adams,4.35,eng,,294,19,10/11/1994,Harmony,-,0,10,11,1994,20,1,,4.35,296.0,Harmony
Margaret Atwood: The Handmaid's Tal,Hélène Greven-Borde,4.27,other,108.0,2122,86,11/1/1998,Klincksieck,-,0,11,1,1998,20,1,от 100 до 500 стр.,4.27,108.0,Klincksieck
Point to Point Navigatio,Gore Vidal,3.7,eng,277.0,621,90,11/7/2006,Doubleday Books,-,0,11,7,2006,21,1,от 100 до 500 стр.,3.7,277.0,Doubleday Books
An Inconvenient Truth: The Planetary Emergency of Global Warming and What We Can Do About I,Al Gore,3.77,eng,328.0,5783,433,5/24/2006,Rodale Books,-,0,5,24,2006,21,1,от 100 до 500 стр.,3.77,328.0,Rodale Books
Palimpses,Gore Vidal,,other,448.0,1485,94,9/1/1996,Penguin Books,-,0,9,1,1996,20,1,от 100 до 500 стр.,3.95,448.0,Penguin Books
Bur,Gore Vidal,4.07,eng,430.0,7265,526,2/15/2000,Vintage,-,0,2,15,2000,20,1,от 100 до 500 стр.,4.07,430.0,Vintage
Comfort Me with Apples: More Adventures at the Tabl,Ruth Reichl,4.04,eng,302.0,17939,947,4/9/2002,Random House Trade,-,0,4,9,2002,21,1,от 100 до 500 стр.,4.04,302.0,Random House Trade
Comfort Me With Apple,Ruth Reichl,4.04,eng,299.0,15,3,1/1/2001,,-,0,1,1,2001,21,1,от 100 до 500 стр.,4.04,299.0,Vintage
The Last Temptation of Chris,Nikos Kazantzakis/Peter A. Bien,4.16,eng,506.0,8966,454,3/1/1998,Simon  Schuster,-,0,3,1,1998,20,2,от 500 до 1000 стр.,4.16,506.0,Simon  Schuster
Her Last Temptatio,Leslie Kelly,3.59,eng,,112,5,5/31/2005,Harlequin Temptation,-,0,5,31,2005,21,1,,3.59,296.0,Harlequin Temptation
The Last Temptation,Val McDermid,4.01,eng,496.0,4991,271,3/1/2005,St. Martin's Paperbacks,Tony Hill & Carol Jordan,3,3,1,2005,21,1,от 100 до 500 стр.,4.01,496.0,St. Martin's Paperbacks
The Last Temptatio,Nikos Kazantzakis/Peter A. Bien,4.16,eng,589.0,114,14,11/10/1995,Faber  Faber,-,0,11,10,1995,20,2,от 500 до 1000 стр.,4.16,589.0,Faber  Faber
Desert Daw,Waris Dirie/Jeanne D'Haem,3.83,other,,2011,84,6/1/2004,Virago UK,-,0,6,1,2004,21,2,,3.83,296.0,Virago UK
Desert Flowe,Waris Dirie/Cathleen Miller,4.15,eng,,11981,735,3/15/2011,William Morrow Paperbacks,-,0,3,15,2011,21,2,,4.15,296.0,William Morrow Paperbacks
Desert Childre,Waris Dirie/Corinna Milborn/Sheelagh Alabaster,3.71,other,240.0,509,25,11/1/2005,Virago UK,-,0,11,1,2005,21,3,от 100 до 500 стр.,3.71,240.0,Virago UK
L'Aube du déser,Waris Dirie/Jeanne d' Haem,3.83,other,288.0,1,0,11/1/2002,Albin Michel,-,0,11,1,2002,21,2,от 100 до 500 стр.,3.83,288.0,Albin Michel
The Beac,Joanna Strange,3.84,eng,112.0,68,9,2/19/2001,Longman,-,0,2,19,2001,21,1,от 100 до 500 стр.,3.84,112.0,Longman
Feel the Fear . . . and Do It Anywa,Susan  Jeffers,4.03,eng,217.0,506,53,12/26/2006,Ballantine Books,-,0,12,26,2006,21,1,от 100 до 500 стр.,4.03,217.0,Ballantine Books
Touch & Feel: Animals Boxed Se,Jennifer Quasha/Deni Brown/Dawn Sirett,4.04,eng,36.0,24,3,2/15/2003,DK Publishing,-,0,2,15,2003,21,3,до 100 стр.,4.04,36.0,DK Publishing
Today I Feel Silly  Other Moods That Make My Da,Jamie Lee Curtis/Laura Cornell,4.16,other,40.0,4171,518,7/31/2007,HarperCollins,-,0,7,31,2007,21,2,до 100 стр.,4.16,40.0,HarperCollins
My First Word Touch and Fee,Anne Millard,3.79,eng,12.0,24,6,9/19/2001,DK Children,-,0,9,19,2001,21,1,до 100 стр.,3.79,12.0,DK Children
When I Feel Angr,Nancy Cote/Cornelia Maude Spelman,3.98,eng,24.0,113,4,1/1/2000,Albert Whitman  Company,-,0,1,1,2000,20,2,до 100 стр.,3.98,24.0,Albert Whitman  Company
Violet's House: A Giant Touch-and-Feel Book,Julie Aigner-Clark/Nadeem Zaidi,4.0,eng,10.0,39,7,11/1/2003,Disney Press,-,0,11,1,2003,21,2,до 100 стр.,4.0,10.0,Disney Press
The White Masa,Corinne Hofmann/Peter Millar,3.45,eng,320.0,4504,491,10/10/2006,Amistad,-,0,10,10,2006,21,2,от 100 до 500 стр.,3.45,320.0,Amistad
